Entry,Reviewed,Entry Name,Protein names,Gene Names,B,A,D,C,E,F,G,H,I,C,D,A,B,E,F,H,I,G,A,B,D,C,E,F,I,H,G
M3W5T1,unreviewed,M3W5T1_FELCA,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial (EC 2.3.1.61) (E2K)",DLST,23.6690619,25.74511914,26.39448036,22.81910755,22.85495892,19.83431211,21.18437861,24.54629109,24.92406373,20.21491916,19.79079661,20.33023179,18.25147853,18.58597797,20.03216995,19.15569095,15.90668541,19.16587106,17.45519255,17.020313,19.08509681,19.51934482,18.22987895,20.82923534,20.94706917,18.97866693,19.30919129
A0A5F5XLL3,unreviewed,A0A5F5XLL3_FELCA,Dermokine,DMKN,20.52339769,20.63117551,20.88573902,20.08050013,18.61597923,17.30810262,20.58295786,19.09788484,19.835118,15.29221766,15.14462761,15.91633643,14.62501274,13.47236772,12.50553932,12.94578435,14.7203307,15.54711028,15.41515878,14.80529124,15.26856978,10,13.24094095,13.3661924,10,10,15.30504668
A0A5F5XE39,unreviewed,A0A5F5XE39_FELCA,Dermokine,DMKN,18.60212871,26.22262261,25.57395846,19.255998,22.9515588,16.36687941,22.38998826,24.93801141,24.53297914,17.06847197,17.87012252,18.67454944,21.98005966,19.5426443,16.89503178,21.45660122,16.86076148,15.19763649,20.11154817,19.85249063,17.70682574,18.82828688,19.72342421,16.13738038,17.58222022,17.24482591,20.35761911
A0A337S6Z7,unreviewed,A0A337S6Z7_FELCA,Dentin matrix acidic phosphoprotein 1,DMP1,17.15212348,19.09144703,18.60025756,15.32313518,10,12.06053217,17.61840859,21.70456541,18.28290902,10,10,11.5027927,10,10,10,10,10,11.7975618,10,10,10,10,12.37672024,10,10,10,10
A0A5F5XJC4,unreviewed,A0A5F5XJC4_FELCA,Dynein axonemal heavy chain 11,DNAH11,23.9281021,24.15917007,24.06855906,21.89089126,25.45942027,25.24381533,24.89812164,22.65128974,23.41583632,21.80500321,22.96958792,23.27377838,22.96199576,22.79347717,23.44554865,24.1366505,24.25186493,22.86734615,22.56716432,22.15158189,22.86020828,23.08629308,22.49522707,22.76735659,23.81956532,23.58847613,23.83198407
A0A5F5XEB8,unreviewed,A0A5F5XEB8_FELCA,Dynein axonemal heavy chain 8,DNAH8,22.76994314,23.36087207,22.93977549,23.27966644,20.30993937,20.66317172,20.29761113,20.46560828,22.66706099,20.00964696,19.08227206,18.41211109,18.65695523,21.66175844,23.10150688,22.93292881,23.3980725,19.37107932,18.70051099,22.57761196,19.59592905,23.04368241,21.37052684,22.81594076,19.31631415,18.42580665,21.98956675
A0A337S1A5,unreviewed,A0A337S1A5_FELCA,DnaJ heat shock protein family (Hsp40) member C11,DNAJC11,18.30401168,18.98038195,19.45477084,15.30280549,17.55358376,18.26650889,16.90002334,19.02505066,19.23666761,17.44369816,18.79522357,18.31070012,19.36099802,17.86553846,21.95278021,19.26464502,18.0595107,18.51852597,19.46126071,16.70533634,17.25450271,19.13162757,18.99377809,19.44665628,16.21305732,18.12915695,17.40378934
A0A5F5XF61,unreviewed,A0A5F5XF61_FELCA,DnaJ heat shock protein family (Hsp40) member C28,DNAJC28,17.90011994,19.45415597,18.63771096,14.36358731,17.77540571,16.79017315,15.41460224,15.27728042,15.88895829,14.67601463,20.58667872,14.45460498,15.83267581,19.9205095,19.52016281,19.78982451,22.30027611,21.43433213,18.73917241,16.99463012,15.08866889,19.16690222,20.50224476,20.80986041,15.414943,15.83853455,18.63720176
M3WGM9,unreviewed,M3WGM9_FELCA,Deoxyribonuclease,DNASE1,31.76042739,32.11276719,31.58938397,31.29297356,29.73356513,29.90306522,29.72224469,31.29716293,30.92001156,22.57528943,18.93099715,21.82287888,19.43812484,23.16520158,20.20591016,20.67001354,19.84119238,22.69646802,22.54986972,22.63742804,23.175245,21.95484691,22.63621462,21.9507372,23.42814882,24.27198363,22.46533677
A0A2I2UNJ5,unreviewed,A0A2I2UNJ5_FELCA,Deoxyribonuclease 1 like 2,DNASE1L2,23.22549495,22.36047377,23.38553164,22.58532687,21.0214596,21.65131864,21.08290251,23.26932719,23.39390958,17.16076861,18.01629128,17.25573237,17.19968642,18.45737576,18.07995747,16.87028398,17.10288925,18.40064892,18.09649395,16.25893598,17.52527051,16.90478324,19.1972461,17.24689509,17.72655826,18.69619429,17.54003818
M3VUU5,unreviewed,M3VUU5_FELCA,Deoxyribonuclease-2-alpha (EC 3.1.22.1) (Acid DNase) (Deoxyribonuclease II alpha) (Lysosomal DNase II),DNASE2,25.28496664,24.06378514,24.80299913,25.42760847,24.09555701,23.13593316,23.35802257,24.26958317,24.76418041,18.66647555,17.82535799,17.8996537,18.72911074,18.61656943,19.67246587,19.54907899,20.63589052,19.70870074,19.59820108,18.78317389,19.06785879,17.92442181,18.17053781,20.26638962,18.11807925,19.56510747,20.057624
A0A5F5XGS4,unreviewed,A0A5F5XGS4_FELCA,Docking protein 7,DOK7,23.3404557,23.69781617,23.33132177,21.98675179,20.9219983,21.38390327,19.43337106,22.55992836,21.58872242,18.12213672,15.1763965,17.13809395,16.79076755,16.84412304,17.04543912,17.20039554,15.43873291,15.20241437,17.19364934,17.28610775,17.89563078,15.26532527,16.49940791,17.55181128,17.20352326,15.79809598,18.55058547
M3W0Z1,unreviewed,M3W0Z1_FELCA,Dipeptidase (EC 3.4.13.19),DPEP1,25.11717228,26.10909879,24.60395243,24.40398471,24.77272635,23.86392166,23.34271437,24.38478421,24.6878479,20.96249076,23.07263544,22.09253615,21.99338034,22.82145966,22.23138069,23.70452393,22.6117928,23.61257666,21.48127159,21.71167053,21.23625501,21.58484175,22.3517099,21.17314684,23.52790341,22.95574738,23.24802593
A0A337S046,unreviewed,A0A337S046_FELCA,Dipeptidyl peptidase like 10,DPP10,16.44053982,16.05299772,12.11052398,14.0977418,16.33572748,16.56273912,15.95875993,17.69798969,16.52837533,11.07345141,10,11.98503219,13.94037075,13.88942652,16.32803486,12.98110521,13.44916029,11.4268147,10,11.73209421,10,10,12.27228035,14.81117998,12.32729753,12.60199845,12.1167636
Q9N2I7,reviewed,DPP4_FELCA,Dipeptidyl peptidase 4 (EC 3.4.14.5) (Dipeptidyl peptidase IV) (DPP IV) (T-cell activation antigen CD26) (CD antigen CD26) [Cleaved into: Dipeptidyl peptidase 4 membrane form (Dipeptidyl peptidase IV membrane form); Dipeptidyl peptidase 4 soluble form (Dipeptidyl peptidase IV soluble form)],DPP4 CD26,30.1772521,29.24996376,29.56442794,29.39071336,28.6892279,28.76130533,27.76781046,28.79149738,29.23494204,23.4226735,21.97718965,22.86091415,22.75088445,19.81828645,21.89534945,22.44790996,21.75685634,21.73767842,25.88310239,26.12504109,21.50007118,20.94579702,20.310627,20.21020415,20.64855989,21.33452849,20.93928344
A0A5F5XVS8,unreviewed,A0A5F5XVS8_FELCA,Dipeptidyl peptidase 7,DPP7,25.52937013,25.91591381,24.63481797,26.67062228,26.77268548,25.84250873,24.14909181,25.8645493,24.36790821,20.46683789,21.7580935,22.06474507,20.72075097,19.65205679,21.77236706,19.86698345,22.04990842,21.66657361,19.66698172,20.65136337,22.45509375,21.2481115,21.45736944,22.268907,21.0701126,21.08886968,21.20125522
M3XE34,unreviewed,M3XE34_FELCA,Dermatopontin,DPT,29.18287438,28.75248971,28.81835894,30.24569026,28.23733198,27.85501578,28.76575904,29.51023674,28.61335133,21.25980931,20.00846557,19.68763184,20.48446627,21.06701957,19.90239991,20.59920611,18.22415932,20.91416603,19.34815423,20.43619383,20.64149076,20.18127413,20.69800201,20.15841939,19.47288483,20.14851102,20.28926669
A0A2I2U844,unreviewed,A0A2I2U844_FELCA,Dihydropyrimidinase,DPYS,24.1812386,23.69362995,23.69849472,24.5880729,23.68418821,25.01760063,20.9166074,22.62426627,22.92350106,20.50462738,18.85834903,19.4205149,19.0436689,20.54206098,20.00213211,19.87125394,19.63974572,20.61141207,20.08494104,21.2154894,19.01656444,20.09218305,19.92240275,20.36017223,19.43096392,20.16097333,20.61821119
A0A5F5XFR8,unreviewed,A0A5F5XFR8_FELCA,Dihydropyrimidinase,DPYS,22.4497726,21.74548785,22.13159961,22.77919598,21.42045168,21.88840059,18.2325049,20.14331588,18.98823449,18.35358442,15.44880563,17.63390719,18.72515388,18.80131371,18.28444667,18.33833838,15.89848557,18.57450382,17.09790279,15.95968072,20.24758955,19.25260123,18.7026462,18.88088998,19.0874017,18.05798088,17.80217728
A0A2I2UZA9,unreviewed,A0A2I2UZA9_FELCA,Desmocollin 1,DSC1,24.78501712,24.4904434,25.30118237,25.38491134,25.74535397,23.77474287,25.66626201,25.8356427,25.99213852,20.05896508,19.90939408,20.49900033,20.34914212,19.47069674,19.80414303,19.80584194,20.1271062,20.01245432,20.17923099,19.66272316,19.15455161,20.13298032,18.90167851,19.1324182,19.43603829,19.70677242,19.73824222
A0A2I2UGD4,unreviewed,A0A2I2UGD4_FELCA,Desmocollin 2,DSC2,24.0954359,23.86084724,24.81585934,24.92684393,25.07278417,25.10542152,25.53371472,25.19186641,24.64975609,23.17770903,24.11887999,24.1949244,24.01003648,24.7514631,24.16194382,24.13877514,24.43932874,24.45377394,24.12733897,24.10205065,24.838771,24.0025445,24.8981423,24.4020083,24.41050364,23.75955792,24.94027867
A0A2I2UCR1,unreviewed,A0A2I2UCR1_FELCA,Desmocollin 2,DSC2,21.63699684,21.73876204,22.71973034,21.90041222,21.30527837,21.0262129,20.43234915,22.00616646,21.82580476,18.0827447,16.79407319,18.39801787,18.67772519,19.42830197,20.10037426,18.72091785,23.04992114,22.38428322,18.61018189,15.78355073,18.81469089,17.79588239,18.86036256,19.34612107,20.0951389,21.64349419,21.73219714
A0A337SP25,unreviewed,A0A337SP25_FELCA,Desmoglein 1,DSG1,21.00945656,22.48367625,21.62469683,21.15996028,22.18902148,20.22703812,21.9480466,20.56876492,22.22412583,18.35759957,20.09031493,18.78598595,19.89855011,18.59333361,17.98800919,19.67271421,17.42927935,19.79034237,17.54619238,18.66682153,19.3635417,18.83515481,17.02030555,17.95992728,19.17028004,18.06615358,18.90519206
M3WCK3,unreviewed,M3WCK3_FELCA,Desmoplakin,DSP,22.70627239,23.82050832,22.62728752,21.27324268,21.6259799,21.22948388,24.1195614,23.07246756,22.97705648,22.56204208,21.31108202,20.47970082,22.78861093,23.2380152,23.76933786,22.57504102,24.51565349,22.3445427,20.20082316,20.20247568,20.01506344,20.52361865,20.8481866,21.53116399,20.65790063,22.92501396,23.27638036
A0A2I2UFE0,unreviewed,A0A2I2UFE0_FELCA,Destrin (Actin-depolymerizing factor),DSTN,22.56485379,22.20683871,21.4333151,20.11151848,20.71527064,21.6187296,20.59294421,22.46298131,20.85900456,17.24161777,15.81866308,14.94082891,15.335259,16.28979792,17.09395511,17.91425236,16.24140564,17.7558268,15.60889116,17.69933062,16.91432642,17.13010829,14.74755753,17.39935116,15.93291976,15.61234997,16.30776458
M3WM59,unreviewed,M3WM59_FELCA,"Enoyl-CoA hydratase, mitochondrial (EC 4.2.1.17) (EC 5.3.3.8) (Enoyl-CoA hydratase 1) (Short-chain enoyl-CoA hydratase)",ECHS1,19.34586054,18.03133144,17.97550939,15.89246173,21.3825641,18.09447239,18.62961534,19.59510131,19.12299461,16.63383701,18.48936429,17.99365888,18.13730756,17.80513991,19.21770951,18.32788812,18.11828031,17.92062493,18.22108515,19.17887779,18.45153946,18.09059449,17.30753864,18.66636877,14.58952786,19.58978775,17.92359375
M3W858,unreviewed,M3W858_FELCA,Enoyl-CoA delta isomerase 1,ECI1,17.62283679,13.97293692,15.43954969,10,18.23634152,16.94869177,16.96729643,14.96528428,17.19118749,11.39224895,15.76316831,15.44344331,16.36795306,13.69695479,15.51461308,16.54569973,17.94824175,15.28325291,17.05558241,15.02389502,15.10132563,15.68054586,10,16.24912632,16.46311391,15.34966815,17.6586887
M3WRY2,unreviewed,M3WRY2_FELCA,Extracellular matrix protein 1,ECM1,23.89431935,23.86952599,25.23063931,25.08512844,26.10540293,26.12925493,25.55761685,24.98119517,25.20195978,27.76918863,27.65383621,27.8339705,27.19610009,27.12658892,27.64556061,27.16281465,27.5951096,27.44034446,25.60562142,24.7498107,27.0518751,26.33698431,26.6565224,26.26944326,26.23505514,25.91077469,26.72687342
A0A337SPQ5,unreviewed,A0A337SPQ5_FELCA,Ectodysplasin A receptor,EDAR,21.49731482,21.30706499,21.92306725,20.48010253,17.92607802,19.41759687,18.72380521,19.99019456,20.94196281,17.72284743,15.86593813,18.5618157,16.64149744,17.82599532,15.77189963,16.85893509,17.47757136,17.00319809,16.56255047,17.50716757,20.68450994,18.33014698,18.54530348,15.0135734,19.36004662,18.13009011,15.51483649
A0A337SND7,unreviewed,A0A337SND7_FELCA,Endothelin-3 (Preproendothelin-3),EDN3,21.96465926,21.94298763,23.43452473,23.66680149,21.86614959,20.59044466,23.44622788,23.54998164,22.06960174,15.50408931,14.07270164,12.94075314,15.19655501,14.85467179,14.17952617,14.1967237,13.37542571,14.70207939,13.80442111,14.30103569,17.01018559,14.83743568,14.19390349,11.62576121,15.4431259,20.2403896,12.9389288
A0A337SDI4,unreviewed,A0A337SDI4_FELCA,Endothelin receptor type B (Endothelin receptor non-selective type),EDNRB,18.6588373,17.97787352,19.65712486,13.80764575,15.16155985,16.38175753,18.07369523,19.93930174,19.9319953,17.22111795,15.72819571,14.3010695,15.00539418,13.95033662,18.64916632,18.75535848,19.61118266,17.32829437,12.33792871,16.16363099,15.4261759,12.12712063,15.89790608,17.88249707,14.82905699,19.59473098,20.06163158
A0A2I2U0I8,unreviewed,A0A2I2U0I8_FELCA,Early endosome antigen 1,EEA1,23.82648843,23.3354162,23.19002333,22.61538391,21.0087067,19.86178532,20.98841869,22.74838287,22.14701329,16.35084539,15.97883484,16.45474594,17.43182662,16.39245447,17.0013705,17.45947356,17.26951316,16.20960495,16.42080653,16.62224555,17.4674946,17.38794952,17.19396381,16.28989251,16.75686287,17.53915031,16.71033516
Q66RN5,reviewed,EF1A1_FELCA,Elongation factor 1-alpha 1 (EF-1-alpha-1) (EC 3.6.5.-) (Elongation factor Tu) (EF-Tu) (Eukaryotic elongation factor 1 A-1) (eEF1A-1),EEF1A1 EEF1A,24.83683477,23.93120965,24.73732601,24.88433368,24.65779429,25.45429694,24.89609364,25.20516216,24.73795712,25.77187321,25.16360759,24.48429454,25.37400742,25.87463321,25.36924889,20.01895429,25.26280954,25.04019929,24.43177521,24.06465447,22.01868823,25.26413235,25.87089127,25.47385893,23.9111826,24.27395742,23.90799812
M3W2D2,unreviewed,M3W2D2_FELCA,EF-hand calcium binding domain 14,EFCAB14,18.80178618,18.92143416,16.90278556,14.70468628,14.39426863,15.34774317,17.94852661,17.53116547,17.73106341,14.9607584,14.82876694,13.96663172,15.25145649,14.87993188,18.25199062,17.11302618,19.36946929,19.61492709,14.54324473,14.25223458,17.52958044,15.4789295,16.32909417,17.93008293,20.74912875,21.09752328,20.93706981
M3VVE6,unreviewed,M3VVE6_FELCA,EGF containing fibulin extracellular matrix protein 1,EFEMP1,28.65527258,28.84248526,28.6725802,28.41089346,27.46744184,27.36733375,27.55404073,28.79314263,28.35830682,25.9509187,25.44823682,25.50716762,25.6410667,25.26795229,25.46726337,25.58663688,25.37688496,25.53247287,25.44380973,25.44071775,24.75678042,25.15053675,25.30584696,25.35153236,25.48141097,25.34201959,25.56573265
A0A337SCW7,unreviewed,A0A337SCW7_FELCA,EGF containing fibulin extracellular matrix protein 2,EFEMP2,24.82769909,24.52318016,25.12110256,24.56907767,24.0796186,24.23707289,24.15702463,25.13313813,25.28930205,22.82497985,23.85448979,22.38181899,21.44929132,22.8221989,23.63047693,21.82147351,22.81338584,23.94866705,20.20649306,22.6813526,24.58395608,21.99108624,23.50272702,23.58219763,22.95334138,23.60684073,23.23640811
A0A337SFI6,unreviewed,A0A337SFI6_FELCA,Elongation factor like GTPase 1,EFL1,20.10844079,19.50801729,18.84379291,18.87988371,20.82757453,17.92820997,18.68124262,18.91692772,19.24793396,20.24307556,19.37589559,14.0170753,19.67163736,17.06488378,20.40797436,18.41937855,21.04986988,18.93918743,18.52324156,15.9702929,18.49734691,19.16696652,18.364361,19.4645729,20.43290751,21.69390229,21.00520836
A0A337S356,unreviewed,A0A337S356_FELCA,Ephrin-A1,EFNA1,26.6542867,25.97431884,26.04131693,26.43182461,25.60358083,25.7370617,26.35273331,27.05978925,26.49297092,18.98487284,16.7181226,18.35114777,19.2798861,18.12265313,17.3481984,17.36139238,16.32585548,18.58866864,19.18127994,18.26900944,17.26771744,18.22381888,18.06092584,18.58768184,18.00808944,18.51976751,18.4408984
A0A337SBN3,unreviewed,A0A337SBN3_FELCA,Ephrin A4,EFNA4,24.49163953,23.40611637,23.28541207,24.32017277,22.81589866,23.23425783,22.94643539,23.94110478,23.28219513,19.2607287,16.55591062,16.97636575,18.17748499,16.19884461,19.35697635,18.62927725,17.31227844,19.12206933,19.19677789,17.44131822,19.1628155,16.82697899,20.05313462,16.83099148,18.3048954,19.25358455,16.45638803
A0A337S0H8,unreviewed,A0A337S0H8_FELCA,EPH-related receptor tyrosine kinase ligand 7,EFNA5,21.79856194,20.65273454,19.76858137,19.52840363,19.56735189,19.56614782,19.63289504,19.71596258,20.81208157,20.87042121,20.12379913,21.0455949,20.80537191,25.61914357,21.32697031,21.72877534,21.99618076,25.37555843,21.31402002,20.49265171,19.23376974,19.80922325,25.57840749,21.58325772,19.42117782,20.92529334,26.08038673
M3WR70,unreviewed,M3WR70_FELCA,Ephrin-B1,EFNB1,24.59315447,24.86780058,25.13426715,25.00395301,23.62186978,23.47566856,24.04207214,24.65945893,24.7370715,23.39775309,24.21703072,24.39821141,23.00711557,22.1693614,23.99465414,24.14666958,20.08546035,21.26067837,19.9957014,21.9342723,20.56633996,19.38965041,20.9067843,21.87222232,20.93041071,22.58399215,22.27652313
B0LDS5,unreviewed,B0LDS5_FELCA,Ephrin-B2,efnB2,24.16152558,24.7107757,25.11450435,25.76391119,23.71199581,23.97648749,25.26406998,24.97299309,24.91107632,20.69424207,21.6708254,21.51095402,21.29481611,22.60792182,23.6098332,23.49388876,24.58252304,23.17506369,21.28471683,21.51780291,21.69970238,21.2899459,22.79039362,22.53882873,21.19773469,23.79682659,20.88149774
A0A337SFQ1,unreviewed,A0A337SFQ1_FELCA,Ephrin B3,EFNB3,23.79170632,24.26760917,24.44879458,23.90579148,22.05425849,21.61318899,20.97762533,23.02677449,23.46379139,23.3720122,23.7799556,24.37009274,22.97823892,20.17436173,23.81622677,24.04163256,19.36687498,20.09786482,19.81829342,18.41758733,19.84885851,19.63510341,18.85383636,19.34727143,18.65064633,19.12564659,19.21608722
Q95ND4,reviewed,EGF_FELCA,Pro-epidermal growth factor (EGF) [Cleaved into: Epidermal growth factor],EGF,30.84313912,30.8704836,30.92360263,30.9135836,29.1319767,28.56801721,29.76603247,30.92245148,30.68783049,23.72631771,23.90080502,23.74951846,23.15713589,24.5848442,25.30239163,24.85150926,24.76302724,24.50763179,23.1282528,24.23125579,23.59141452,24.83414406,23.75185556,23.74498239,23.72029655,23.42249296,24.76829872
A0A2I2U1L8,unreviewed,A0A2I2U1L8_FELCA,Pro-epidermal growth factor,EGF,26.56206087,10,26.91959526,18.10205323,22.9997839,23.77311838,23.8365578,12.91510808,26.0760498,13.59135631,12.29992901,14.41651953,13.83466993,16.57711074,12.63770873,13.96438525,14.20323182,14.41344624,13.12748249,13.65833127,13.24134593,13.37518869,16.54557117,14.75027771,13.89399048,12.44445468,13.93122148
A0A0P0GH12,unreviewed,A0A0P0GH12_FELCA,receptor protein-tyrosine kinase (EC 2.7.10.1),EGFR,19.28139506,19.02349088,18.27177463,18.40205434,20.10617594,18.53510702,17.85543605,18.72522927,19.62354924,16.87424685,17.05804165,19.43242478,17.83704442,20.18189311,21.00364723,20.59197763,17.59348712,19.73891858,16.60226381,16.59328064,18.55039562,16.54580294,16.9550511,20.86918095,17.93531496,20.01206482,19.98788736
A0A337S424,unreviewed,A0A337S424_FELCA,Receptor protein-tyrosine kinase (EC 2.7.10.1),EGFR,19.94167264,19.15255469,18.96375048,18.00130168,26.10748734,18.33542553,20.98757554,19.45285599,19.6931401,20.94663892,20.04290881,22.57726473,21.36729103,25.15757629,20.31751327,25.34481471,19.71810277,27.33624301,18.39053678,20.61847084,21.29141217,19.23080397,25.65482308,20.18834991,21.04582025,26.78657194,26.93924387
M3X1U0,unreviewed,M3X1U0_FELCA,EH domain containing 1,EHD1,22.34717357,22.20875061,21.49734635,21.43440472,23.20176496,23.32072331,21.9978722,22.39438528,23.12221485,21.71759405,20.53463279,21.5563379,20.64543047,22.75161893,23.59901111,22.70675918,24.92758417,22.55143258,22.76540757,21.93414105,19.96870276,22.19943114,22.93876942,21.88482261,22.44034957,22.57865955,23.00095887
M3WXE7,unreviewed,M3WXE7_FELCA,EH domain containing 4,EHD4,22.55195607,22.47648492,20.92361134,20.97351898,19.70301597,18.50421599,19.33295288,20.30806849,21.15949293,19.14085421,19.49897021,20.31162332,19.64012197,19.03189829,18.69085493,20.58780027,20.42458937,19.97872212,20.04321743,20.62863007,20.2676514,20.43437889,19.43548147,19.87137612,19.94750394,19.80267964,20.0100043
A0A5F5XQI4,unreviewed,A0A5F5XQI4_FELCA,Choline transporter-like protein,EHMT2,21.64317208,20.88256465,20.53854948,21.88560167,19.73529355,20.11175661,19.87495981,21.11356382,20.33868598,16.27363418,13.21714075,14.77106127,17.51627754,19.47578649,17.60867965,18.67476603,18.71389474,18.20630544,14.81430699,17.80095007,18.48522968,17.09123194,12.47182133,16.67591312,18.16388586,17.904731,13.29266673
A0A2I2UKH0,unreviewed,A0A2I2UKH0_FELCA,Choline transporter-like protein,EHMT2,18.05691957,17.03403296,16.43741207,16.59276413,17.26428451,16.95924351,17.69799591,18.31739102,15.90319966,15.17120767,15.38666458,16.8605036,16.28941746,16.84954198,13.31754865,16.1528697,16.17179813,16.96847959,15.10452959,12.83819923,16.18789416,15.67746339,15.34688135,17.3708429,17.19653499,16.63929726,16.97905364
M3XDI4,unreviewed,M3XDI4_FELCA,Eukaryotic translation initiation factor 2-alpha kinase 1 (EC 2.7.11.1) (Heme-regulated eukaryotic initiation factor eIF-2-alpha kinase) (Hemin-sensitive initiation factor 2-alpha kinase),EIF2AK1,20.27628573,17.63707747,20.00055301,21.23788735,20.98346474,22.59237142,19.13973241,19.45992693,18.48477977,20.39570764,21.09477507,21.16640521,21.40275519,20.79652429,20.18041253,20.75031873,20.92227465,20.81391551,21.06732509,21.14953897,22.00112141,20.02204624,20.36201205,20.30979198,20.87649115,20.68206581,20.68205745
M3WCG8,unreviewed,M3WCG8_FELCA,Translation initiation factor eIF2B subunit gamma (eIF2B GDP-GTP exchange factor subunit gamma),EIF2B3,23.45385239,24.34181718,24.39311269,23.42486064,23.18284039,21.89543622,22.43323911,23.56271555,23.47366814,19.62603628,18.97880834,19.3570944,19.23775733,18.80273289,18.83157387,19.01190578,18.89299681,18.28657847,19.6549807,18.98344639,19.73175125,18.99055752,19.1068913,18.83036996,18.94857883,18.24189705,18.43006939
A0A2I2U322,unreviewed,A0A2I2U322_FELCA,Eukaryotic translation initiation factor 4 gamma 3,EIF4G3,18.33070481,17.84841872,20.21272916,16.78541134,17.41875704,18.0458133,20.74488934,19.742565,16.94679706,18.44056372,16.98572242,17.08721647,16.95904968,20.3737818,19.14202428,18.26240645,20.96064077,21.23227267,16.41295535,16.20896383,15.98505532,16.64065087,17.9032887,21.04082549,19.70911487,18.52903964,18.20692081
A0A5F5XCL3,unreviewed,A0A5F5XCL3_FELCA,Eukaryotic translation initiation factor 5,EIF5,21.89466645,21.93786344,21.78529116,17.81963886,15.62338969,16.40105541,17.63233364,20.35940143,20.6528384,15.95931675,11.47829556,15.12868123,13.90143019,15.4278461,16.71491629,14.09727451,16.79685499,14.34759452,15.83548474,15.49510439,10,16.98496989,15.34081494,15.42898308,10,15.91248208,16.39988639
A0A337RZ59,unreviewed,A0A337RZ59_FELCA,Eukaryotic translation initiation factor 5A-1 (Eukaryotic initiation factor 5A isoform 1) (eIF-4D),EIF5A,18.42085223,15.5786281,15.69692857,13.56067408,20.48057543,19.14595413,16.4891742,18.94886077,19.67964712,14.98533559,14.07834435,13.76864082,14.06802145,14.39835482,15.34032522,15.21448673,12.18847629,14.90771458,15.45047669,17.8940305,15.29738803,15.4083866,14.2807148,17.75632142,15.8683806,17.68249328,16.93850976
M3W5W5,unreviewed,M3W5W5_FELCA,Eukaryotic translation initiation factor 6 (eIF-6),EIF6 ITGB4BP,24.86799735,25.08568949,24.21225096,24.42399538,25.09463557,24.18137144,23.46193756,25.77271888,24.53068087,21.65347415,21.42080006,22.20604193,20.7131438,18.20102106,22.3657582,22.26403913,19.31681714,18.85741379,22.84010333,21.73442829,19.63512721,21.36379573,18.2578705,20.8502344,23.14820804,22.91396127,21.6915591
M3XDQ5,unreviewed,M3XDQ5_FELCA,"Elastase, neutrophil expressed",ELANE,16.9587904,10,17.14693766,10,21.96476849,19.33851617,20.43381636,20.38231776,19.61983348,14.11930492,10.77505528,16.13457049,13.36092286,10,16.69991159,10,14.37580973,15.29574479,10,14.50684848,13.16187222,14.93407561,15.32774721,17.47628267,13.08304391,16.27141305,16.01730056
A0A5F5XSQ0,unreviewed,A0A5F5XSQ0_FELCA,"Elastase, neutrophil expressed",ELANE,24.29202215,25.24152417,24.82738942,26.24352216,24.95781168,24.4011152,25.63830442,25.03978239,25.00426699,18.6691761,17.0910693,17.77713817,16.93154426,16.62273501,16.46993619,16.80213146,16.27320584,15.57837775,17.60177191,18.33975921,17.53458401,17.79419297,18.33756192,17.16995343,17.83085668,17.24412142,17.90560992
A0A2I2UVP6,unreviewed,A0A2I2UVP6_FELCA,EMAP like 5,EML5,24.70056677,25.32457324,24.98824675,20.69672804,20.5862497,17.34074077,18.84199237,22.22514186,22.35055992,19.35783847,18.39131282,16.09594406,17.05419405,19.29898133,17.63153234,18.84620428,15.52759378,17.87851292,18.71427378,17.71758552,19.58654905,17.65495684,19.43633166,18.82185627,19.53542486,18.2839313,16.36821403
M3XGC9,unreviewed,M3XGC9_FELCA,Endonuclease domain containing 1,ENDOD1,21.14165374,19.45424307,20.39464118,21.08202679,22.43478691,21.31845021,22.18044976,21.00728774,21.37653384,19.91267252,16.57158089,20.88245494,17.22989475,19.67979238,22.37618946,22.69795231,21.40592965,21.46717813,19.93614333,17.71059607,19.28316254,17.13343527,16.99417765,22.48193423,19.97841092,22.57442132,23.5042454
A0A2I2UTE6,unreviewed,A0A2I2UTE6_FELCA,phosphopyruvate hydratase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase),ENO1,23.02444941,21.90464989,21.65379767,22.08107526,22.34449985,22.83985862,19.77969539,22.67707138,21.84510044,19.90792444,19.34825533,19.81584686,19.55239923,20.40491448,20.11693239,17.12663287,19.46009912,20.23668705,18.965369,19.47495151,19.02116074,19.72827128,19.92488009,19.60792061,17.0335111,20.57122011,20.48876452
A0A337S0P1,unreviewed,A0A337S0P1_FELCA,phosphopyruvate hydratase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase),ENO1,19.93644086,16.65319178,17.42912683,18.41270424,20.53632528,20.77737096,15.61729559,19.65074897,19.28014551,13.88093586,11.61999689,10.14316561,13.69078736,12.34197784,12.2231227,12.64005283,10,12.73110617,13.11988801,11.9594234,10,12.06141634,12.28281607,15.2010703,12.41030405,10,13.76819142
