Entry Name,Protein names,Gene Names,URINE,PLASMA,SERUM,BIOFLUID
A0A2I2U3S0_FELCA,Dimethylarginine dimethylaminohydrolase 1,DDAH1,22.453,19.837,19.686,URINE
M3XC02_FELCA,Dimethylarginine dimethylaminohydrolase 2,DDAH2,25.897,23.814,23.341,URINE
A0A337SE70_FELCA,receptor protein-tyrosine kinase (EC 2.7.10.1),DDR1,24.046,21.816,21.850,URINE
A0A2I2UUM4_FELCA,"Beta-defensin 1 (Defensin, beta 1)",DEFB1,25.995,17.249,16.633,URINE
A0A337S785_FELCA,"Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase (EC 1.1.1.179) (EC 1.3.1.20) (D-xylose 1-dehydrogenase) (D-xylose-NADP dehydrogenase) (Dimeric dihydrodiol dehydrogenase)",DHDH,25.781,23.014,23.350,URINE
A0A337SIN6_FELCA,Delta like non-canonical Notch ligand 1,DLK1,22.325,16.307,15.892,URINE
A0A2I2U119_FELCA,Delta like non-canonical Notch ligand 1,DLK1,23.861,17.139,17.064,URINE
M3X710_FELCA,Delta like non-canonical Notch ligand 2,DLK2,24.020,21.008,21.209,URINE
M3W5T1_FELCA,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial (EC 2.3.1.61) (E2K)",DLST,23.552,19.048,19.042,URINE
A0A5F5XLL3_FELCA,Dermokine,DMKN,19.729,14.463,13.045,URINE+SERUM
A0A5F5XE39_FELCA,Dermokine,DMKN,22.315,18.394,18.616,URINE
A0A337S6Z7_FELCA,Dentin matrix acidic phosphoprotein 1,DMP1,16.648,10.367,10.264,URINE
A0A5F5XJC4_FELCA,Dynein axonemal heavy chain 11,DNAH11,23.968,23.167,23.019,URINE+SERUM+PLASMA
A0A5F5XEB8_FELCA,Dynein axonemal heavy chain 8,DNAH8,21.862,20.736,20.871,URINE
A0A337S1A5_FELCA,DnaJ heat shock protein family (Hsp40) member C11,DNAJC11,18.114,18.841,18.082,URINE+SERUM+PLASMA
A0A5F5XF61_FELCA,DnaJ heat shock protein family (Hsp40) member C28,DNAJC28,16.834,18.724,17.910,URINE+PLASMA
M3WGM9_FELCA,Deoxyribonuclease,DNASE1,30.926,21.038,22.786,URINE+SERUM
A0A2I2UNJ5_FELCA,Deoxyribonuclease 1 like 2,DNASE1L2,22.442,17.616,17.688,URINE
M3VUU5_FELCA,Deoxyribonuclease-2-alpha (EC 3.1.22.1) (Acid DNase) (Deoxyribonuclease II alpha) (Lysosomal DNase II),DNASE2,24.356,19.034,19.061,URINE
A0A5F5XGS4_FELCA,Docking protein 7,DOK7,22.027,16.551,17.027,URINE
M3W0Z1_FELCA,Dipeptidase (EC 3.4.13.19),DPEP1,24.587,22.567,22.141,URINE
A0A337S046_FELCA,Dipeptidyl peptidase like 10,DPP10,15.754,12.786,11.762,URINE+SERUM
DPP4_FELCA,Dipeptidyl peptidase 4 (EC 3.4.14.5) (Dipeptidyl peptidase IV) (DPP IV) (T-cell activation antigen CD26) (CD antigen CD26) [Cleaved into: Dipeptidyl peptidase 4 membrane form (Dipeptidyl peptidase IV membrane form); Dipeptidyl peptidase 4 soluble form (Dipeptidyl peptidase IV soluble form)],DPP4 CD26,29.070,22.074,21.989,URINE
A0A5F5XVS8_FELCA,Dipeptidyl peptidase 7,DPP7,25.527,21.113,21.234,URINE
M3XE34_FELCA,Dermatopontin,DPT,28.887,20.239,20.153,URINE
A0A2I2U844_FELCA,Dihydropyrimidinase,DPYS,23.481,19.833,20.100,URINE
A0A5F5XFR8_FELCA,Dihydropyrimidinase,DPYS,21.087,17.784,18.343,URINE
A0A2I2UZA9_FELCA,Desmocollin 1,DSC1,25.220,20.004,19.561,URINE
A0A2I2UGD4_FELCA,Desmocollin 2,DSC2,24.806,24.161,24.387,URINE+SERUM+PLASMA
A0A2I2UCR1_FELCA,Desmocollin 2,DSC2,21.621,19.515,19.187,URINE
A0A337SP25_FELCA,Desmoglein 1,DSG1,21.493,18.956,18.393,URINE
M3WCK3_FELCA,Desmoplakin,DSP,22.606,22.620,21.131,URINE+PLASMA
A0A2I2UFE0_FELCA,Destrin (Actin-depolymerizing factor),DSTN,21.396,16.515,16.373,URINE
M3WM59_FELCA,"Enoyl-CoA hydratase, mitochondrial (EC 4.2.1.17) (EC 5.3.3.8) (Enoyl-CoA hydratase 1) (Short-chain enoyl-CoA hydratase)",ECHS1,18.674,18.072,18.002,URINE+SERUM+PLASMA
M3W858_FELCA,Enoyl-CoA delta isomerase 1,ECI1,15.705,15.328,15.398,URINE+SERUM+PLASMA
M3WRY2_FELCA,Extracellular matrix protein 1,ECM1,25.117,27.492,26.171,URINE+PLASMA
A0A337SPQ5_FELCA,Ectodysplasin A receptor,EDAR,20.245,17.081,17.739,URINE
A0A337SND7_FELCA,Endothelin-3 (Preproendothelin-3),EDN3,22.503,14.336,14.933,URINE
A0A337SDI4_FELCA,Endothelin receptor type B (Endothelin receptor non-selective type),EDNRB,17.732,16.728,16.036,URINE
A0A2I2U0I8_FELCA,Early endosome antigen 1,EEA1,22.191,16.728,16.932,URINE
EF1A1_FELCA,Elongation factor 1-alpha 1 (EF-1-alpha-1) (EC 3.6.5.-) (Elongation factor Tu) (EF-Tu) (Eukaryotic elongation factor 1 A-1) (eEF1A-1),EEF1A1 EEF1A,24.816,24.707,24.357,URINE+SERUM+PLASMA
M3W2D2_FELCA,EF-hand calcium binding domain 14,EFCAB14,16.920,16.471,17.650,SERUM
M3VVE6_FELCA,EGF containing fibulin extracellular matrix protein 1,EFEMP1,28.236,25.531,25.315,URINE
A0A337SCW7_FELCA,EGF containing fibulin extracellular matrix protein 2,EFEMP2,24.660,22.839,22.927,URINE
A0A337SFI6_FELCA,Elongation factor like GTPase 1,EFL1,19.216,18.799,19.235,URINE+SERUM+PLASMA
A0A337S356_FELCA,Ephrin-A1,EFNA1,26.261,17.898,18.284,URINE
A0A337SBN3_FELCA,Ephrin A4,EFNA4,23.525,17.954,18.170,URINE
A0A337S0H8_FELCA,EPH-related receptor tyrosine kinase ligand 7,EFNA5,20.116,22.099,21.604,URINE+PLASMA
M3WR70_FELCA,Ephrin-B1,EFNB1,24.459,22.964,21.162,URINE+SERUM
B0LDS5_FELCA,Ephrin-B2,efnB2,24.732,22.516,21.889,URINE
A0A337SFQ1_FELCA,Ephrin B3,EFNB3,23.061,22.444,19.213,URINE+SERUM
EGF_FELCA,Pro-epidermal growth factor (EGF) [Cleaved into: Epidermal growth factor],EGF,30.292,24.283,23.910,URINE
A0A2I2U1L8_FELCA,Pro-epidermal growth factor,EGF,21.243,13.993,13.885,URINE
A0A0P0GH12_FELCA,receptor protein-tyrosine kinase (EC 2.7.10.1),EGFR,18.869,18.924,18.228,URINE+SERUM+PLASMA
A0A337S424_FELCA,Receptor protein-tyrosine kinase (EC 2.7.10.1),EGFR,20.071,22.534,22.238,URINE+PLASMA
M3X1U0_FELCA,EH domain containing 1,EHD1,22.392,22.332,22.190,URINE+SERUM+PLASMA
M3WXE7_FELCA,EH domain containing 4,EHD4,20.659,19.701,20.049,URINE+SERUM+PLASMA
A0A5F5XQI4_FELCA,Choline transporter-like protein,EHMT2,20.680,17.162,16.300,URINE
A0A2I2UKH0_FELCA,Choline transporter-like protein,EHMT2,17.140,15.908,15.927,URINE
M3XDI4_FELCA,Eukaryotic translation initiation factor 2-alpha kinase 1 (EC 2.7.11.1) (Heme-regulated eukaryotic initiation factor eIF-2-alpha kinase) (Hemin-sensitive initiation factor 2-alpha kinase),EIF2AK1,19.979,20.836,20.795,URINE+SERUM+PLASMA
M3WCG8_FELCA,Translation initiation factor eIF2B subunit gamma (eIF2B GDP-GTP exchange factor subunit gamma),EIF2B3,23.351,19.003,18.991,URINE
A0A2I2U322_FELCA,Eukaryotic translation initiation factor 4 gamma 3,EIF4G3,18.453,18.827,17.849,URINE+SERUM+PLASMA
A0A5F5XCL3_FELCA,Eukaryotic translation initiation factor 5,EIF5,19.345,14.872,14.600,URINE
A0A337RZ59_FELCA,Eukaryotic translation initiation factor 5A-1 (Eukaryotic initiation factor 5A isoform 1) (eIF-4D),EIF5A,17.556,14.328,16.286,URINE+SERUM
M3W5W5_FELCA,Eukaryotic translation initiation factor 6 (eIF-6),EIF6 ITGB4BP,24.626,20.778,21.382,URINE
M3XDQ5_FELCA,"Elastase, neutrophil expressed",ELANE,17.316,13.418,14.531,URINE+SERUM
A0A5F5XSQ0_FELCA,"Elastase, neutrophil expressed",ELANE,25.072,16.913,17.751,URINE
A0A2I2UVP6_FELCA,EMAP like 5,EML5,21.895,17.787,18.458,URINE
M3XGC9_FELCA,Endonuclease domain containing 1,ENDOD1,21.154,20.247,19.955,URINE
A0A2I2UTE6_FELCA,phosphopyruvate hydratase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase),ENO1,22.017,19.552,19.424,URINE
A0A337S0P1_FELCA,phosphopyruvate hydratase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase),ENO1,18.699,12.141,12.311,URINE
A0A2I2UHT3_FELCA,phosphopyruvate hydratase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase),ENO2,20.450,17.390,17.583,URINE
A0A2I2UJ14_FELCA,Beta-enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (Enolase 3) (Muscle-specific enolase) (Skeletal muscle enolase),ENO3,21.938,19.714,19.920,URINE
A0A2I2V5H4_FELCA,Enolase 4 (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase),ENO4,20.978,16.054,17.444,URINE+SERUM
M3VU18_FELCA,Aminopeptidase (EC 3.4.11.-),ENPEP,25.628,21.054,21.468,URINE
A0A2I2V3L7_FELCA,Ectonucleotide pyrophosphatase/phosphodiesterase 2,ENPP2,22.111,20.778,21.132,URINE
A0A2I2V568_FELCA,Ectonucleotide pyrophosphatase/phosphodiesterase family member 3 (EC 3.1.4.1) (EC 3.6.1.9) (Phosphodiesterase I beta) (Phosphodiesterase I/nucleotide pyrophosphatase 3),ENPP3,24.057,21.436,21.632,URINE
A0A2I2U6N9_FELCA,bis(5'-adenosyl)-triphosphatase (EC 3.6.1.29) (AP3A hydrolase) (Ectonucleotide pyrophosphatase/phosphodiesterase family member 4),ENPP4,17.645,10.075,10.000,URINE
M3X1B4_FELCA,Ectonucleotide pyrophosphatase/phosphodiesterase family member 5,ENPP5,20.288,21.495,21.482,URINE+PLASMA
M3VWW1_FELCA,glycerophosphocholine cholinephosphodiesterase (EC 3.1.4.38) (Choline-specific glycerophosphodiester phosphodiesterase) (Ectonucleotide pyrophosphatase/phosphodiesterase family member 6),ENPP6,23.980,19.861,19.914,URINE
ENV_FLVLB,Envelope glycoprotein (Env polyprotein) [Cleaved into: Surface protein (SU) (Glycoprotein 70) (gp70); Transmembrane protein (TM) (Envelope protein p15E); R-peptide (p2E)],env,20.556,20.575,20.541,URINE+SERUM+PLASMA
A0A0D5ZXZ6_FELCA,Env protein,env,12.561,11.669,10.563,URINE+SERUM
M3WIV4_FELCA,Epithelial cell adhesion molecule (Tumor-associated calcium signal transducer 1),EPCAM,23.303,19.650,20.296,URINE
A0A5F5XZT1_FELCA,receptor protein-tyrosine kinase (EC 2.7.10.1),EPHA1,24.838,20.491,20.536,URINE
A0A2I2UHA0_FELCA,EPH receptor A10,EPHA10,18.308,13.828,12.368,URINE+SERUM
A0A2I2UV62_FELCA,receptor protein-tyrosine kinase (EC 2.7.10.1),EPHA4,21.712,18.393,18.631,URINE
A0A2I2UTP3_FELCA,receptor protein-tyrosine kinase (EC 2.7.10.1),EPHA5,21.008,10.000,10.283,URINE
A0A5F5XNL0_FELCA,receptor protein-tyrosine kinase (EC 2.7.10.1),EPHA7,23.418,20.400,19.679,URINE
M3WPK6_FELCA,receptor protein-tyrosine kinase (EC 2.7.10.1),EPHA7,23.378,13.693,13.778,URINE
A0A337RY03_FELCA,receptor protein-tyrosine kinase (EC 2.7.10.1),EPHB1,18.936,14.499,14.318,URINE
A0A2I2UI65_FELCA,receptor protein-tyrosine kinase (EC 2.7.10.1),EPHB2,23.407,21.491,19.967,URINE+SERUM
A0A5F5Y2L8_FELCA,Ephrin type-B receptor 3 (EC 2.7.10.1),EPHB3,23.757,20.025,19.468,URINE
A0A2I2V293_FELCA,receptor protein-tyrosine kinase (EC 2.7.10.1),EPHB4,24.658,23.568,22.609,URINE
A0A5F5XXF9_FELCA,EPH receptor B6,EPHB6,25.825,21.594,21.457,URINE
M3WSY6_FELCA,Epidermal growth factor receptor pathway substrate 8,EPS8,23.131,21.197,21.648,URINE
M3X4X2_FELCA,EPS8 like 1,EPS8L1,19.040,15.361,17.309,URINE+SERUM
A0A2I2UQW0_FELCA,Aminopeptidase (EC 3.4.11.-),ERAP1,19.950,19.308,19.091,URINE+SERUM+PLASMA
M3WVD3_FELCA,Epiregulin,EREG,18.343,17.391,14.033,URINE+SERUM
M3VV12_FELCA,ER lipid raft associated 1,ERLIN1,23.994,24.077,24.061,URINE+SERUM+PLASMA
A0A5F5XI42_FELCA,Erlin-1 (Endoplasmic reticulum lipid raft-associated protein 1),ERLIN1,16.616,22.127,22.132,URINE+SERUM
M3WMZ2_FELCA,Endoplasmic reticulum protein 44,ERP44,21.532,19.199,19.556,URINE
A0A2I2V4V9_FELCA,Endothelial cell adhesion molecule,ESAM,25.014,20.950,20.137,URINE
M3XAF3_FELCA,S-formylglutathione hydrolase (EC 3.1.2.12),ESD,20.189,16.261,16.809,URINE
A0A2I2UQQ2_FELCA,Eva-1 homolog C,EVA1C,19.675,19.500,19.193,URINE+SERUM+PLASMA
M3XFW7_FELCA,Ribosomal RNA-processing protein 42,EXOSC7,22.136,27.385,27.318,URINE+PLASMA
A0A337S6A6_FELCA,Exostosin like glycosyltransferase 2,EXTL2,18.898,21.813,21.827,URINE+SERUM
A0A337S6P4_FELCA,Exostosin like glycosyltransferase 2,EXTL2,20.008,21.987,21.818,URINE+PLASMA
A0A2I2U6X9_FELCA,Ezrin (Cytovillin) (Villin-2) (p81),EZR,26.195,26.874,26.374,URINE+SERUM+PLASMA
M3WKC7_FELCA,Coagulation factor X (EC 3.4.21.6) (Stuart factor),F10,22.228,26.161,26.109,URINE+PLASMA
JAM1_FELCA,Junctional adhesion molecule A (JAM-A) (Junctional adhesion molecule 1) (JAM-1) (CD antigen CD321),F11R JAM1,28.175,21.032,21.147,URINE
A0A1W7HNZ6_FELCA,Coagulation factor XII (EC 3.4.21.38) (Hageman factor),F12,23.428,25.799,25.839,URINE+SERUM
A0A2I2U5J7_FELCA,Coagulation factor XIII A chain,F13A1,23.350,24.850,23.941,PLASMA
A0A5F5XF87_FELCA,Coagulation factor XIII B chain,F13B,22.981,24.795,24.101,URINE+PLASMA
M3WSI8_FELCA,Prothrombin (EC 3.4.21.5) (Coagulation factor II),F2,29.833,29.143,29.254,URINE+SERUM+PLASMA
M3W050_FELCA,Proteinase-activated receptor 1 (Thrombin receptor),F2R,21.959,17.535,18.006,URINE
A0A337SQW4_FELCA,Coagulation factor V,F5,24.599,24.694,26.678,SERUM
M3W922_FELCA,Coagulation factor V,F5,19.194,19.499,20.533,SERUM
M3WKC6_FELCA,Coagulation factor VII (EC 3.4.21.21) (Serum prothrombin conversion accelerator),F7,20.259,22.328,22.294,URINE+PLASMA
A0A5F5XH53_FELCA,Coagulation factor VIII,F8,22.393,21.005,20.786,URINE
FA9_FELCA,Coagulation factor IX (EC 3.4.21.22) (Christmas factor) [Cleaved into: Coagulation factor IXa light chain; Coagulation factor IXa heavy chain],F9,23.371,25.235,24.870,URINE+PLASMA
M3WR74_FELCA,"Fatty acid-binding protein, liver (L-FABP) (Liver-type fatty acid-binding protein)",FABP1,19.527,18.141,18.224,URINE
A0A5F5XG15_FELCA,Fatty acid binding protein 2,FABP2,23.934,17.938,18.481,URINE
M3WQY4_FELCA,"Fatty acid-binding protein, intestinal (Fatty acid-binding protein 2) (Intestinal-type fatty acid-binding protein)",FABP2,18.855,16.759,16.269,URINE
M3X9Z0_FELCA,"Fatty acid-binding protein, heart (Fatty acid-binding protein 3) (Heart-type fatty acid-binding protein)",FABP3,24.077,21.301,20.644,URINE
A0A5F5XIT1_FELCA,Fatty acid binding protein 5,FABP5,17.859,14.518,14.218,URINE
A0A5F5XFP7_FELCA,Fumarylacetoacetase (EC 3.7.1.2) (Beta-diketonase) (Fumarylacetoacetate hydrolase),FAH,22.297,19.723,20.692,URINE
M3W1C3_FELCA,Protein FAM151A,FAM151A,25.684,23.130,21.504,URINE+SERUM
A0A337RY82_FELCA,Family with sequence similarity 174 member B,FAM174B,18.283,15.090,14.499,URINE
A0A337RZ83_FELCA,FAM20C golgi associated secretory pathway kinase,FAM20C,21.139,20.779,20.948,URINE+SERUM+PLASMA
A0A5F5XGS1_FELCA,Family with sequence similarity 234 member A,FAM234A,20.444,17.357,17.832,URINE
A0A5F5Y0R2_FELCA,Family with sequence similarity 234 member A,FAM234A,18.853,12.478,13.432,URINE
A0A337S9Y1_FELCA,FAM3 metabolism regulating signaling molecule B,FAM3B,22.029,16.551,17.027,URINE
A0A2I2UZV7_FELCA,Protein FAM3C,FAM3C,22.703,21.569,20.242,URINE+SERUM
A0A2I2U2C0_FELCA,Tumor necrosis factor receptor superfamily member 6 (Apo-1 antigen) (Apoptosis-mediating surface antigen FAS) (FASLG receptor),FAS,19.555,18.439,18.350,URINE
M3WFK0_FELCA,Fatty acid synthase (EC 1.1.1.100) (EC 1.3.1.39) (EC 2.3.1.38) (EC 2.3.1.39) (EC 2.3.1.41) (EC 2.3.1.85) (EC 3.1.2.14) (EC 4.2.1.59),FASN,25.326,23.474,23.350,URINE
A0A2I2UCL3_FELCA,FAT atypical cadherin 4,FAT4,22.631,21.666,21.768,URINE+SERUM+PLASMA
A0A337SRF9_FELCA,Fibulin-1,FBLN1,27.288,24.083,23.911,URINE
M3WZ15_FELCA,Fibulin-1,FBLN1,23.171,23.854,22.922,URINE+SERUM+PLASMA
A0A2I2UFJ4_FELCA,Fibulin 2,FBLN2,24.717,20.402,20.498,URINE
A0A337S164_FELCA,Fibulin-5,FBLN5,27.481,23.271,22.875,URINE
A0A337SXC1_FELCA,Fibulin 7,FBLN7,23.864,15.995,15.161,URINE
A0A337S7Y7_FELCA,Fibulin 7,FBLN7,27.006,21.037,21.771,URINE
M3WMG2_FELCA,Fibrillin 1,FBN1,27.464,23.191,23.400,URINE
M3WB78_FELCA,"Fructose-1,6-bisphosphatase 1 (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase 1) (Liver FBPase)",FBP1,24.470,22.028,22.382,URINE
M3VXP7_FELCA,"Fructose-1,6-bisphosphatase isozyme 2 (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase 2) (Muscle FBPase)",FBP2,18.971,17.192,17.578,URINE
A0A5F5Y0F7_FELCA,Fc epsilon receptor II,FCER2,24.351,26.025,24.917,PLASMA
A0A2I2UDZ7_FELCA,VWFD domain-containing protein,FCGBP,22.341,21.899,19.196,URINE+SERUM
A0A5F5Y6R9_FELCA,Fc gamma receptor Ia,FCGR1A,16.372,14.310,13.203,URINE+SERUM
FCG3A_FELCA,Low affinity immunoglobulin gamma Fc region receptor III-A (IgG Fc receptor III-A) (Fc-gamma RIII-alpha) (FcgammaRIIIA) (CD antigen CD16a),FCGR3A CD16,23.760,20.895,22.083,URINE+SERUM
A0A337S1R1_FELCA,Fc mu receptor,FCMR,17.193,19.202,18.987,URINE+PLASMA
M3X177_FELCA,Fem-1 homolog A,FEM1A,13.341,17.038,16.907,URINE+PLASMA
A0A5F5XXG1_FELCA,Fer-1 like family member 6,FER1L6,17.466,13.742,15.024,URINE+SERUM
A0A337RZH0_FELCA,Fetuin B,FETUB,24.248,26.372,26.302,URINE+PLASMA
FIBA_FELCA,Fibrinogen alpha chain [Cleaved into: Fibrinopeptide A],FGA,16.586,25.513,16.703,PLASMA
M3W022_FELCA,Fibrinogen alpha chain,FGA,27.225,32.004,25.021,URINE+PLASMA
FIBB_FELCA,Fibrinogen beta chain [Cleaved into: Fibrinopeptide B],FGB,23.160,25.765,19.537,URINE+PLASMA
M3WII3_FELCA,Fibrinogen beta chain,FGB,24.647,31.947,24.413,PLASMA
A0A5F5XVE3_FELCA,"FYVE, RhoGEF and PH domain containing 3",FGD3,23.732,23.737,23.847,URINE+SERUM+PLASMA
A0A2I2UK29_FELCA,Fibroblast growth factor receptor (EC 2.7.10.1),FGFR1,25.273,21.894,21.981,URINE
A0A337S7G1_FELCA,Fibroblast growth factor receptor (EC 2.7.10.1),FGFR3,20.980,17.249,17.121,URINE
A0A5F5XGZ0_FELCA,Fibrinogen gamma chain,FGG,24.191,31.224,22.953,URINE+PLASMA
A0A5F5XLT1_FELCA,Fibrinogen gamma chain,FGG,12.078,20.393,10.388,URINE+PLASMA
A0A516V1E7_FELCA,MHC class I antigen,FLA-E,14.997,11.903,10.954,URINE
A0A516V1E1_FELCA,MHC class I antigen,FLA-E,16.124,15.616,16.910,SERUM
A0A516V164_FELCA,MHC class I antigen,FLAI-E,22.793,20.009,19.714,URINE
S4Z3G3_FELCA,MHC class I antigen,FLAI-E,12.637,14.923,15.375,URINE+SERUM
A0A516V168_FELCA,MHC class I antigen,FLAI-H,21.892,20.990,20.761,URINE
A0A516V172_FELCA,MHC class I antigen,FLAI-H,15.423,13.830,12.795,URINE+SERUM
A0A516V166_FELCA,MHC class I antigen,FLAI-H,21.527,19.194,18.935,URINE
A0A516V181_FELCA,MHC class I antigen,FLAI-H,14.594,14.107,13.055,URINE+SERUM
A0A516V177_FELCA,MHC class I antigen,FLAI-H,14.594,14.107,13.055,URINE+SERUM
A0A516V1A6_FELCA,MHC class I antigen,FLAI-K,17.771,17.949,17.355,URINE+SERUM+PLASMA
A0A337SDQ4_FELCA,"Saoe class I histocompatibility antigen, A alpha chain-like",FLAI-K,19.950,14.134,14.241,URINE
A0A2I2V3V8_FELCA,Filamin A,FLNA,26.092,22.884,22.503,URINE
A0A2I2US09_FELCA,Filamin B,FLNB,25.783,21.149,21.339,URINE
A0A2I2UDN6_FELCA,Filamin C,FLNC,24.758,20.255,19.796,URINE
M3X0B9_FELCA,Fibronectin leucine rich transmembrane protein 2,FLRT2,18.861,16.228,16.048,URINE
A0A2I2UES4_FELCA,Vascular endothelial growth factor receptor 3 (EC 2.7.10.1),FLT4,18.183,20.117,19.972,URINE+PLASMA
A0A2I2U011_FELCA,Fibronectin,FN1,29.501,28.030,27.450,URINE
A0A2I2UAM2_FELCA,Fibronectin,FN1,18.497,21.088,20.388,URINE+PLASMA
A0A5F5XFC0_FELCA,Fibronectin type III domain containing 1,FNDC1,16.406,14.839,17.309,URINE+SERUM
A0A337SB41_FELCA,Folate hydrolase 1,FOLH1,19.065,16.861,16.475,URINE
M3WR11_FELCA,Folate receptor alpha,FOLR1,26.412,19.963,20.208,URINE
M3XEV8_FELCA,Ferric chelate reductase 1,FRRS1,21.764,20.473,20.826,URINE
A0A2I2V2F6_FELCA,Secreted frizzled-related protein 3 (Frizzled-related protein 1) (FrzB-1),FRZB,22.512,18.829,18.650,URINE
M3WL17_FELCA,Follitropin subunit beta (Follicle-stimulating hormone beta subunit) (Follitropin beta chain),FSHB,23.846,26.853,26.826,URINE+PLASMA
A0A337S130_FELCA,Follistatin-related protein 1 (Follistatin-like protein 1),FSTL1,25.597,20.984,20.906,URINE
A0A2I2U6V1_FELCA,Follistatin like 3,FSTL3,20.319,17.949,18.162,URINE
FRIL_FELCA,Ferritin light chain (Ferritin L subunit),FTL,21.888,21.159,20.854,URINE
A0A060PNW6_FELCA,Thrombomodulin,fTM,23.356,17.831,18.273,URINE
A0A337S4I1_FELCA,Alpha-L-fucosidase 1,FUCA1,23.827,19.621,20.195,URINE
M3W912_FELCA,Alpha-L-fucosidase (EC 3.2.1.51),FUCA2,20.071,12.878,13.128,URINE
A0A5F5XT00_FELCA,alpha-L-fucosidase (EC 3.2.1.51),FUCA2,21.576,21.902,22.639,SERUM
A0A5F5XZJ7_FELCA,furin (EC 3.4.21.75) (Dibasic-processing enzyme) (Paired basic amino acid residue-cleaving enzyme),FURIN,23.869,23.504,23.964,URINE+SERUM+PLASMA
M3X4M3_FELCA,Frizzled-1,FZD1,20.848,21.540,19.632,URINE+PLASMA
M3X1P3_FELCA,Frizzled-2,FZD2,14.460,15.786,15.394,PLASMA
A0A2I2UH80_FELCA,Frizzled-4,FZD4,22.242,17.134,19.013,URINE+SERUM
M3W3B8_FELCA,Frizzled-6,FZD6,22.888,16.177,15.918,URINE
A0A2I2U7V2_FELCA,Frizzled class receptor 7,FZD7,23.737,18.486,19.432,URINE
A0A5F5XKV2_FELCA,Frizzled class receptor 8,FZD8,21.506,15.984,15.780,URINE
A0A5F5XIY0_FELCA,Lysosomal alpha-glucosidase (EC 3.2.1.20) (Acid maltase),GAA,27.245,22.806,23.390,URINE
A0A5F5XGF8_FELCA,Gamma-aminobutyric acid type B receptor subunit 1,GABBR1,18.727,24.397,24.526,URINE+SERUM
A0A2I2U122_FELCA,Galactose-3-O-sulfotransferase 1,GAL3ST1,24.294,24.680,25.286,URINE+SERUM+PLASMA
M3X9U2_FELCA,Galactose-3-O-sulfotransferase 4,GAL3ST4,19.139,13.318,12.642,URINE
A0A2I2UQ95_FELCA,Galactocerebrosidase (EC 3.2.1.46) (Galactosylceramidase),GALC,20.244,16.119,16.908,URINE
A0A5F5Y4N4_FELCA,Galactosamine (N-acetyl)-6-sulfatase,GALNS,21.882,18.781,17.644,URINE+SERUM
A0A5F5XTD3_FELCA,Galactosamine (N-acetyl)-6-sulfatase,GALNS,24.433,22.161,22.145,URINE
A0A5F5Y2N0_FELCA,Polypeptide N-acetylgalactosaminyltransferase (EC 2.4.1.-) (Protein-UDP acetylgalactosaminyltransferase),GALNT18,22.344,23.320,22.939,URINE+SERUM+PLASMA
A0A2I2UA27_FELCA,Glucosidase II alpha subunit,GANAB,21.447,20.665,20.579,URINE+SERUM+PLASMA
G3P_FELCA,Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) (EC 1.2.1.12) (Peptidyl-cysteine S-nitrosylase GAPDH) (EC 2.6.99.-),GAPDH GAPD,24.351,19.976,21.094,URINE+SERUM
A0A5F5XUR6_FELCA,Growth arrest specific 1,GAS1,25.474,16.894,16.709,URINE
A0A5F5XGA1_FELCA,Growth arrest specific 6,GAS6,26.494,22.086,21.495,URINE
A0A5F5XDS7_FELCA,Golgi associated kinase 1A,GASK1A,16.915,18.029,18.414,URINE+SERUM
M3VVL7_FELCA,Glucosylceramidase (EC 3.2.1.45),GBA1,19.489,20.284,19.633,URINE+SERUM+PLASMA
A0A337SNL3_FELCA,Glucosylceramidase (EC 3.2.1.45),GBA1,21.705,20.109,21.372,URINE+SERUM
A0A2I2UCJ0_FELCA,Glucosylceramidase beta 3,GBA3,21.559,18.495,18.326,URINE
M3W2Z1_FELCA,Vitamin D-binding protein (Gc-globulin) (Group-specific component),GC,27.537,32.145,32.050,URINE+PLASMA
A0A2I2U4I8_FELCA,Growth differentiation factor 10,GDF10,17.883,19.573,19.567,URINE+PLASMA
A0A337S915_FELCA,Rab GDP dissociation inhibitor,GDI2,23.473,21.797,22.118,URINE
M3WHB4_FELCA,Rab GDP dissociation inhibitor,GDI2,20.387,19.721,19.421,URINE+SERUM+PLASMA
A0A337SH50_FELCA,Glycerophosphodiester phosphodiesterase domain containing 2,GDPD2,20.997,18.415,19.012,URINE
A0A5F5XDL4_FELCA,Glycerophosphodiester phosphodiesterase domain containing 3,GDPD3,19.326,17.589,17.451,URINE
A0A2I2UI95_FELCA,Glial fibrillary acidic protein,GFAP,20.766,19.547,19.585,URINE
A0A337SD81_FELCA,GDNF family receptor alpha 1,GFRA1,21.061,17.498,17.525,URINE
